"","original_title.x","id","Actor","Director","budget.x","X1st.genre","genres","X1st.production.company","runtime.x","ProductionBudget","DomesticGross","release_date.x"
"1037","tangled",51986,"rachael leigh cook","jay lowi",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","Myriad Pictures",100,2.6e+08,200821936,"2001-11-02"
"1038","josie and the pussycats",19366,"rachael leigh cook","harry elfont",22000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]","Universal Pictures",98,2.2e+07,14252830,"2001-04-06"
"1039","sholem aleichem laughing in the darkness",84401,"rachel dratch","joseph dorman",500000,"documentary","[{'id': 99, 'name': 'Documentary'}]",NA,93,5e+05,1131261,"2012-02-24"
"1040","denial",402298,"rachel weisz","mick jackson",10000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","BBC Films",109,1e+07,4073448,"2016-09-30"
"1041","everything put together",81220,"radha mitchell","marc forster",500000,"drama","[{'id': 18, 'name': 'Drama'}]","Furst Films",87,5e+05,0,"2001-11-02"
"1042","spider",9613,"ralph fiennes","david cronenberg",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","TÃ©lÃ©film Canada",98,1e+07,1641788,"2002-12-13"
"1043","to save a life",41144,"randy wayne","brian baugh",0,"drama","[{'id': 18, 'name': 'Drama'}]",NA,120,5e+05,3777210,"2009-11-05"
"1044","ice age collision course",278154,"ray romano","mike thurmeier",105000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","Blue Sky Studios",100,1.05e+08,64063008,"2016-06-23"
"1045","ice age dawn of the dinosaurs",8355,"ray romano","carlos saldanha",90000000,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]","Blue Sky Studios",94,9e+07,196573705,"2009-06-29"
"1046","ice age",425,"ray romano","chris wedge",59000000,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]","Twentieth Century Fox Film Corporation",81,6.5e+07,176387405,"2002-03-10"
"1047","ice age the meltdown",950,"ray romano","carlos saldanha",80000000,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]","Blue Sky Studios",91,7.5e+07,195330621,"2006-03-23"
"1048","black november",312113,"razaaq adoti","jeta amata",12500000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","Wells & Jeta Entertainment",95,7500000,0,"2012-12-07"
"1049","femme fatale",9280,"rebecca romijn","brian de palma",35000000,"thriller","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]","Epsilon Motion Pictures",114,3.5e+07,6630252,"2002-11-06"
"1050","how do you know",42888,"reese witherspoon","james l brooks",120000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Columbia Pictures",121,1.2e+08,30212620,"2010-12-17"
"1051","hot pursuit",268920,"reese witherspoon","anne fletcher",35000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","New Line Cinema",87,3.5e+07,34580201,"2015-05-08"
"1052","legally blonde",8835,"reese witherspoon","robert luketic",18000000,"comedy","[{'id': 35, 'name': 'Comedy'}]","Marc Platt Productions",96,1.8e+07,96493426,"2001-07-13"
"1053","sweet home alabama",11529,"reese witherspoon","andy tennant",30000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Touchstone Pictures",108,3.8e+07,127214072,"2002-09-26"
"1054","que horas ela volta ",310569,"regina casé","anna muylaert",0,"drama","[{'id': 18, 'name': 'Drama'}]","Gullane Entretenimento S.A.",110,1200000,376976,"2015-02-08"
"1055","nurse betty",10480,"renée zellweger","neil labute",24000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","Gramercy Pictures",108,2.4e+07,25170054,"2000-09-08"
"1056","filly brown",84197,"resmine atis","michael d olmos",0,"drama","[{'id': 18, 'name': 'Drama'}]",NA,100,1250000,2850357,"2013-04-19"
"1057","nueve reinas",18079,"ricardo darín","fabián bielinsky",1500000,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Naya Films S.A.",114,1500000,1222889,"2000-08-31"
"1059","the crew",19150,"richard dreyfuss","michael dinner",0,"action","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","Touchstone Pictures",88,2.3e+07,13019253,"2000-08-21"
"1060","brigham city",26791,"richard dutcher","richard dutcher",1000000,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","Main Street Movie Company",119,1e+06,852206,"2001-03-30"
"1061","the little vampire",24100,"richard e grant","uli edel",22000000,"family","[{'id': 10751, 'name': 'Family'}, {'id': 27, 'name': 'Horror'}]","New Line Cinema",95,2.2e+07,13555988,"2000-10-27"
"1062","autumn in new york",10641,"richard gere","joan chen",65000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Lakeshore Entertainment",103,4e+07,37752931,"2000-08-11"
"1063","arbitrage",60599,"richard gere","nicholas jarecki",12000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Lionsgate",100,1.2e+07,7919574,"2012-09-14"
"1064","unfaithful",2251,"richard gere","adrian lyne",50000000,"thriller","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","Regency Enterprises",124,5e+07,52752475,"2002-05-10"
"1065","step up 3d",41233,"rick malambri","jon m chu",30000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Summit Entertainment",107,3e+07,42400223,"2010-08-04"
"1066","recess school s out",19405,"rickey d shon collins","chuck sheetz",10000000,"science fiction","[{'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","Walt Disney Television Animation",83,1e+07,36696761,"2001-01-27"
"1067","trash",206563,"rickson tevez","stephen daldry",0,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","O2 Filmes",112,1.2e+07,17484,"2014-10-09"
"1068","ghost town",12797,"ricky gervais","david koepp",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]","DreamWorks SKG",102,2e+07,13367624,"2008-09-19"
"1069","poolhall junkies",14293,"ricky schroder","mars callahan",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Gold Circle Films",99,4e+06,563711,"2002-06-07"
"1070","cabin fever",11547,"rider strong","eli roth",1500000,"horror","[{'id': 27, 'name': 'Horror'}]","Lions Gate Films",93,1500000,21158188,"2003-08-15"
"1071","the reluctant fundamentalist",121677,"riz ahmed","mira nair",0,"thriller","[{'id': 53, 'name': 'Thriller'}]","Mirabai Films",130,1.5e+07,528731,"2013-03-17"
"1072","the animal",11090,"rob schneider","luke greenfield",22000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","Revolution Studios",84,2.2e+07,55762229,"2001-06-01"
"1073","city by the sea",13536,"robert de niro","michael caton jones",40000000,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","Warner Bros. Pictures",108,4e+07,22433915,"2002-09-06"
"1074","hands of stone",184341,"robert de niro","jonathan jakubowicz",20000000,"drama","[{'id': 18, 'name': 'Drama'}]","Weinstein Company, The",105,2e+07,4712792,"2016-08-26"
"1075","fahrenheit 9 11",1777,"robert de niro","michael moore",6000000,NA,"[]","BIM Distribuzione",122,6e+06,119114517,"2004-06-25"
"1076","15 minutes",2749,"robert de niro","john herzfeld",60000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","New Line Cinema",120,4.2e+07,24375436,"2001-03-01"
"1077","men of honor",11978,"robert de niro","george tillman",32000000,"drama","[{'id': 18, 'name': 'Drama'}]","Fox 2000 Pictures",129,3.2e+07,48814909,"2000-09-13"
"1078","the singing detective",30141,"robert downey jr","keith gordon",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]","Icon Productions",109,8e+06,336456,"2003-10-24"
"1079","freddy vs jason",6466,"robert englund","ronny yu",30000000,"horror","[{'id': 27, 'name': 'Horror'}]","New Line Cinema",97,2.5e+07,82622655,"2003-08-15"
"1080","down terrace",42151,"robert hill","ben wheatley",31192,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",NA,89,30000,9812,"2009-09-01"
"1081","bleeding hearts",310933,"robert loggia","dylan bank",0,"horror","[{'id': 27, 'name': 'Horror'}]",NA,0,1200000,0,"2013-06-01"
"1082","spy game",1535,"robert redford","tony scott",92000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","Universal Pictures",126,9e+07,62362560,"2001-11-18"
"1083","the company you keep",87496,"robert redford","robert redford",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Wildwood Enterprises",121,2e+06,5132442,"2012-09-06"
"1084","pinocchio",10599,"roberto benigni","roberto benigni",40000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","Miramax Films",108,4.5e+07,3681811,"2002-12-25"
"1085","concussion",156965,"robin weigert","stacie passon",0,"drama","[{'id': 18, 'name': 'Drama'}]",NA,96,3.5e+07,34531832,"2013-04-04"
"1086","death to smoochy",9275,"robin williams","danny devito",55000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Senator Film Produktion",109,5e+07,8355815,"2002-03-28"
"1087","robots",9928,"robin williams","chris wedge",75000000,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]","Blue Sky Studios",91,8e+07,128200012,"2005-03-10"
"1088","letters to god",35691,"robyn lively","david nixon",0,"action","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 53, 'name': 'Thriller'}]","Mercy Creek Entretainment",110,3e+06,2848587,"2010-04-09"
"1089","8 the mormon proposition",40428,"rocky mayor anderson","reed cowan",0,"documentary","[{'id': 99, 'name': 'Documentary'}]",NA,80,2500000,100280,"2010-01-01"
"1090","bran nue dae",38415,"rocky mckenzie","rachel perkins",7,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",NA,82,6750000,113568,"2009-08-09"
"1091","l auberge espagnole",1555,"romain duris","cédric klapisch",5300000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Mate Producciones S.A.",122,5900000,3895664,"2002-05-17"
"1092","holly",43638,"ron livingston","guy moshe",0,"drama","[{'id': 18, 'name': 'Drama'}]",NA,114,3e+06,163069,"2006-08-16"
"1093","growing up smith",426469,"roni akurati","frank lotito",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",NA,102,2e+06,35312,"2017-02-03"
"1094","tanner hall",71866,"rooney mara","francesca gregorini",0,"drama","[{'id': 18, 'name': 'Drama'}]","Tax Credit Finance",96,3e+06,5073,"2009-09-14"
"1095","unforgettable",418437,"rosario dawson","denise di novi",12000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","DiNovi Pictures",100,1.2e+07,11368012,"2017-04-20"
"1096","baghead",5759,"ross partridge","jay duplass",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]","Duplass Brothers Productions",84,2e+05,140016,"2008-01-21"
"1097","maurice richard",49081,"roy dupuis","charles binamé",8000000,"drama","[{'id': 18, 'name': 'Drama'}]",NA,124,8e+06,0,"2005-10-25"
"1099","the fits",358807,"royalty hightower","anna rose holmer",0,"drama","[{'id': 18, 'name': 'Drama'}]","Oscilloscope Laboratories",71,170000,166425,"2016-01-22"
"1100","the bfg",267935,"ruby barnhill","steven spielberg",140000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","Walt Disney Pictures",120,1.4e+08,55483770,"2016-06-01"
"1101","the importance of being earnest",9026,"rupert everett","oliver parker",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]","Ealing Studios",97,1.5e+07,8378141,"2002-05-17"
"1102","the nice guys",290250,"russell crowe","shane black",50000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","Silver Pictures",116,5e+07,36261763,"2016-05-15"
"1103","3 10 to yuma",5176,"russell crowe","james mangold",55000000,"western","[{'id': 37, 'name': 'Western'}]","Tree Line Films",122,4.8e+07,53606916,"2007-09-06"
"1104","gladiator",98,"russell crowe","ridley scott",103000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]","DreamWorks SKG",155,1.03e+08,187683805,"2000-05-01"
"1105","a beautiful mind",453,"russell crowe","ron howard",60000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Imagine Entertainment",135,7.8e+07,170708996,"2001-12-11"
"1106","the water diviner",256917,"russell crowe","russell crowe",22500000,"war","[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]","Hopscotch Features",112,22500000,4200117,"2014-12-25"
"1107","kingdom come",295723,"ryan barrett","greg a sager",3000000,"horror","[{'id': 27, 'name': 'Horror'}]","Matchbox Pictures",99,7e+06,23247539,"2014-08-20"
"1108","all good things",46503,"ryan gosling","andrew jarecki",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]","The Weinstein Company",101,2e+07,582024,"2010-12-03"
"1109","la la land",313369,"ryan gosling","damien chazelle",30000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","Summit Entertainment",128,2e+07,151101803,"2016-11-29"
"1110","the slaughter rule",21801,"ryan gosling","andrew j smith",0,"drama","[{'id': 18, 'name': 'Drama'}]",NA,112,5e+05,13134,"2002-01-01"
"1111","the place beyond the pines",97367,"ryan gosling","derek cianfrance",15000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","Sidney Kimmel Entertainment",140,1.5e+07,21403519,"2013-03-20"
"1112","dead silence",14001,"ryan kwanten","james wan",20000000,"horror","[{'id': 27, 'name': 'Horror'}]","Universal Pictures",89,2e+07,16574590,"2007-03-16"
"1113","griff the invisible",66942,"ryan kwanten","leon ford",2902660,"romance","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Screen Australia",93,2900000,20778,"2011-08-19"
"1114","antitrust",9989,"ryan phillippe","peter howitt",30000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","Industry Entertainment",108,3e+07,10965209,"2001-01-12"
"1115","self less",238615,"ryan reynolds","tarsem singh",26000000,"science fiction","[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","Endgame Entertainment",116,2.6e+07,12279691,"2015-07-10"
"1116","gamer",82495,"saïd taghmaoui","patrick levis",0,"action","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10769, 'name': 'Foreign'}]",NA,0,5e+07,20534907,"2001-03-21"
"1117","race",19658,"saif ali khan","abbas alibhai burmawalla",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",NA,161,5e+06,19115191,"2008-03-20"
"1118","hello my name is doris",320588,"sally field","michael showalter",1000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Red Crown Productions",95,1e+06,14444999,"2015-11-27"
"1119","trance",188832,"sam callis","joe ahearne",0,"thriller","[{'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]","Sky Pictures",100,1.6e+07,2322593,"2001-01-01"
"1120","the work and the glory",36046,"sam hennings","russell holt",7500000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",NA,110,7500000,3347647,"2004-11-24"
"1121","noah",215908,"sam kantor","walter woodman",0,"drama","[{'id': 18, 'name': 'Drama'}]",NA,18,1.3e+08,101200044,"2013-09-09"
"1122","jurassic park iii",331,"sam neill","joe johnston",93000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","Universal Studios",92,9.3e+07,181166115,"2001-07-18"
"1123","confessions of a dangerous mind",4912,"sam rockwell","george clooney",30000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]","Miramax Films",113,2.9e+07,16007718,"2002-12-30"
"1131","poltergeist",243688,"sam rockwell","gil kenan",35000000,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Ghost House Pictures",93,3.5e+07,47425125,"2015-05-20"
"1132","icarus",35402,"samantha ferris","dolph lundgren",0,"action","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Insight Film Studios",88,6e+06,0,"2010-02-09"
"1133","pink ribbons inc ",89750,"samantha king","léa pool",900000,"documentary","[{'id': 99, 'name': 'Documentary'}]","National Film Board of Canada (NFB)",97,1200000,26608,"2011-09-11"
"1134","atlas shrugged part ii",134371,"samantha mathis","john putch",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]","Cinema Vehicle Services",112,1e+07,3336053,"2012-10-12"
"1135","morvern callar",18602,"samantha morton","lynne ramsay",0,"drama","[{'id': 18, 'name': 'Drama'}]","Company Pictures",97,6e+06,267194,"2002-01-01"
"1136","joy",58396,"samira maas","mijke de jong",0,NA,"[]",NA,0,6e+07,56451232,"2010-04-08"
"1137","i am not your negro",411019,"samuel l jackson","raoul peck",0,"documentary","[{'id': 99, 'name': 'Documentary'}]","Magnolia Pictures",95,1e+06,7123919,"2017-02-03"
"1138","the caveman s valentine",25208,"samuel l jackson","kasi lemmons",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","Franchise Pictures",105,13500000,687081,"2001-01-19"
"1139","the hateful eight",273248,"samuel l jackson","quentin tarantino",44000000,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 37, 'name': 'Western'}]","Double Feature Films",167,6.2e+07,54117416,"2015-12-25"
"1140","brown sugar",37964,"sanaa lathan","rick famuyiwa",8000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",NA,109,8e+06,27362712,"2002-10-05"
"1141","murder by numbers",11892,"sandra bullock","barbet schroeder",50000000,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Castle Rock Entertainment",120,5e+07,31874869,"2002-04-19"
"1142","two weeks notice",2642,"sandra bullock","marc lawrence",60000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Village Roadshow Pictures",101,6e+07,93354918,"2002-12-19"
"1143","28 days",10468,"sandra bullock","betty thomas",43000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Columbia Pictures",103,4.3e+07,37035515,"2000-04-06"
"1144","gun shy",29076,"sandra bullock","eric blakeney",10000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]","Hollywood Pictures",101,1e+07,1638202,"2000-02-04"
"1145","the heat",136795,"sandra bullock","paul feig",43000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","Ingenious Film Partners",117,4.3e+07,159581587,"2013-06-27"
"1146","miss congeniality",1493,"sandra bullock","donald petrie",45000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]","Village Roadshow Pictures",111,4.5e+07,106807667,"2000-12-14"
"1147","betty fisher et autres histoires",55903,"sandrine kiberlain","claude miller",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]",NA,103,7500000,206400,"2001-09-01"
"1148","lage raho munna bhai",21461,"sanjay dutt","rajkumar hirani",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",NA,144,2700000,2217561,"2006-01-01"
"1149","the host",72710,"saoirse ronan","andrew niccol",44000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","Nick Wechsler Productions",125,5e+07,26623701,"2013-03-22"
"1150","i spit on your grave",43947,"sarah butler","steven r monroe",2000000,"thriller","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]","Anchor Bay Films",108,1750000,93051,"2010-06-17"
"1151","harvard man",27451,"sarah michelle gellar","james toback",0,"drama","[{'id': 18, 'name': 'Drama'}]","Lions Gate Films",99,5500000,56653,"2001-01-01"
"1153","my life without me",20,"sarah polley","isabel coixet",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","El Deseo",106,2500000,432360,"2003-03-07"
"1154","jessabelle",203834,"sarah snook","kevin greutert",0,"thriller","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","Lionsgate",90,1e+07,0,"2014-08-29"
"1155","the other side of the door",364116,"sarah wayne callies","johannes roberts",0,"thriller","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","Pindrop",96,5e+06,3000342,"2016-02-25"
"1156","the girlfriend experience",17680,"sasha grey","steven soderbergh",1700000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","2929 Productions",77,1300000,695840,"2009-01-20"
"1157","american honey",340485,"sasha lane","andrea arnold",0,"drama","[{'id': 18, 'name': 'Drama'}]","British Film Institute (BFI)",162,3500000,663247,"2016-09-30"
"1158","lucy",240832,"scarlett johansson","luc besson",40000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","Universal Pictures",89,4e+07,126573960,"2014-07-14"
"1160","close range",325173,"scott adkins","isaac florentine",0,"action","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","Bleiberg Entertainment",80,3e+06,0,"2015-12-11"
"1161","dawn patrol",299145,"scott eastwood","daniel petrie",0,"drama","[{'id': 18, 'name': 'Drama'}]","Enderby Entertainment",86,3500000,0,"2015-06-05"
"1162","the longest ride",228205,"scott eastwood","george tillman",34000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Fox 2000 Pictures",128,3.4e+07,37446117,"2015-04-09"
"1163","peaceful warrior",13689,"scott mechlowicz","victor salva",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Universal",120,1e+07,2893666,"2006-03-30"
"1164","scott walker 30 century man",30867,"scott walker","stephen kijak",0,"documentary","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",NA,95,5e+05,6840,"2006-10-31"
"1165","deck the halls",81438,"scottie thompson","ron underwood",0,"action","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10770, 'name': 'TV Movie'}]","Reunion Pictures",88,5.1e+07,35093569,"2011-12-20"
"1166","adulterers",376004,"sean faris","h m coakley",750000,"thriller","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",NA,80,750000,0,"2016-01-05"
"1167","truth",248694,"sean paul lockhart","rob moretti",0,"thriller","[{'id': 53, 'name': 'Thriller'}]","Left of Center Entertainment",94,9600000,2541854,"2013-07-12"
"1168","21 grams",470,"sean penn","alejandro gonzález iñárritu",20000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","This Is That Productions",124,2e+07,16248701,"2003-09-06"
"1169","i am sam",10950,"sean penn","jessie nelson",22000000,"drama","[{'id': 18, 'name': 'Drama'}]","New Line Cinema",132,2.2e+07,40270895,"2001-12-28"
"1170","mystic river",322,"sean penn","clint eastwood",25000000,"thriller","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","Village Roadshow Pictures",138,3e+07,90135191,"2003-10-07"
