"","original_title","id","genres","release_date","revenue","budget","runtime","popularity","production_companies","vote_average","DomesticGross","Theaters","TotalGross","ReleaseDate","Distributor","Year","FullDate"
"7156","thepatriot","2024","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",2000-06-28,215294342,"110000000",165,"15.960788","[{'name': 'Centropolis Entertainment', 'id': 347}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Global Entertainment Productions GmbH & Company Medien KG', 'id': 9269}]",6.8,"113330342","3061","113330342","Jun 28","Sony Pictures Releasing",2000,2000-06-28
"7157","thepeanutsmovie","227973","[{'id': 16, 'name': 'Animation'}]",2015-11-05,246233113,"99000000",88,"12.338346","[{'name': 'Blue Sky Studios', 'id': 9383}, {'name': 'Twentieth Century Fox Animation', 'id': 11749}]",6.5,"128235584","3902","130178411","Nov 6","Twentieth Century Fox",2015,2015-11-06
"7158","thepeanutsmovie","227973","[{'id': 16, 'name': 'Animation'}]",2015-11-05,246233113,"99000000",88,"12.338346","[{'name': 'Blue Sky Studios', 'id': 9383}, {'name': 'Twentieth Century Fox Animation', 'id': 11749}]",6.5,"1942827","3902","130178411","Nov 6","Twentieth Century Fox",2016,2016-11-06
"7159","theperfectfamily","91930","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2011-04-30,0,"0",84,"6.078336","[]",4.7,"110313","25","110313","May 4","Variance Films",2012,2012-05-04
"7160","theperfectgame","56601","[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",2010-04-01,3878993,"12500000",118,"1.830829","[{'name': 'HighRoad Entertainment', 'id': 19901}, {'name': 'Prelude Pictures', 'id': 19902}, {'name': 'Lone Runner Entertainment', 'id': 19903}, {'name': 'Kenio Films', 'id': 19904}, {'name': 'Perfect Game, The', 'id': 19905}]",6.3,"1037071","417","1037071","Apr 16","-",2010,2010-04-16
"7161","theperfectguy","304372","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2015-09-11,60273173,"12000000",100,"7.607052","[{'name': 'Screen Gems', 'id': 3287}]",5.6,"57027435","2230","57027435","Sep 11","Screen Gems",2015,2015-09-11
"7162","theperfectholiday","26990","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",2007-12-12,5800000,"0",96,"1.380701","[{'name': 'Destination Films', 'id': 769}, {'name': 'Truenorth Productions', 'id': 1634}, {'name': 'Capital Arts Entertainment', 'id': 2365}, {'name': 'Yari Film Group', 'id': 2448}, {'name': 'Flavor Unit Entertainment', 'id': 5677}]",5.7,"5453295","1307","5812781","Dec 12","Yari Film Group Releasing",2007,2007-12-12
"7163","theperfectholiday","26990","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",2007-12-12,5800000,"0",96,"1.380701","[{'name': 'Destination Films', 'id': 769}, {'name': 'Truenorth Productions', 'id': 1634}, {'name': 'Capital Arts Entertainment', 'id': 2365}, {'name': 'Yari Film Group', 'id': 2448}, {'name': 'Flavor Unit Entertainment', 'id': 5677}]",5.7,"359486","1307","5812781","Dec 12","Yari Film Group Releasing",2008,2008-12-12
"7164","theperfecthost","66195","[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2010-07-01,14870,"0",93,"5.935839","[{'name': 'Splendid Film', 'id': 8146}]",6.2,"48764","10","48764","Jul 1","Magnolia Pictures",2011,2011-07-01
"7165","theperfectman","15648","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",2005-06-17,0,"0",100,"4.845647","[{'name': 'Universal Pictures', 'id': 33}]",5.5,"16535005","2090","16535005","Jun 17","Universal Pictures",2005,2005-06-17
"7166","theperfectmatch","378200","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2016-03-11,0,"0",96,"3.150511","[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Jorva Entertainment Productions', 'id': 72634}]",5.2,"9669521","925","9669521","Mar 11","Lionsgate",2016,2016-03-11
"7167","theperfectscore","13505","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",2004-01-30,0,"0",93,"6.2425","[{'name': 'Paramount Pictures', 'id': 4}]",5.6,"10391003","2208","10391003","Jan 30","Paramount Pictures",2004,2004-01-30
"7168","theperfectstorm","2133","[{'id': 18, 'name': 'Drama'}]",2000-03-15,325756637,"120000000",130,"18.911961","[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Baltimore Spring Creek Productions', 'id': 16061}, {'name': 'Radiant Productions', 'id': 18990}]",6.2,"182618434","3407","182618434","Jun 30","Warner Bros.",2000,2000-06-30
"7169","theperksofbeingawallflower","84892","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2012-09-20,33400000,"13000000",102,"12.775679","[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Mr. Mudd Production', 'id': 2130}]",7.7,"17328057","745","17742948","Sep 21","Lionsgate",2012,2012-09-21
"7170","theperksofbeingawallflower","84892","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2012-09-20,33400000,"13000000",102,"12.775679","[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Mr. Mudd Production', 'id': 2130}]",7.7,"414891","745","17742948","Sep 21","Lionsgate",2013,2013-09-21
"7171","thepervert'sguidetoideology","128190","[{'id': 99, 'name': 'Documentary'}]",2012-09-07,0,"0",136,"1.556451","[]",7.2,"59039","4","67966","Nov 1","Zeitgeist Films",2013,2013-11-01
"7172","thepervert'sguidetoideology","128190","[{'id': 99, 'name': 'Documentary'}]",2012-09-07,0,"0",136,"1.556451","[]",7.2,"8921","4","67966","Nov 1","Zeitgeist Films",2014,2014-11-01
"7173","thephantomoftheopera","9833","[{'id': 10402, 'name': 'Music'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2004-12-08,154648887,"70000000",143,"7.682562","[{'name': 'Odyssey Entertainment', 'id': 3539}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Scion Films', 'id': 7419}, {'name': 'Really Useful Films', 'id': 38504}]",7,"12956893","1515","51268815","Dec 22","Warner Bros.",2004,2004-12-22
"7174","thephantomoftheopera","9833","[{'id': 10402, 'name': 'Music'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2004-12-08,154648887,"70000000",143,"7.682562","[{'name': 'Odyssey Entertainment', 'id': 3539}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Scion Films', 'id': 7419}, {'name': 'Really Useful Films', 'id': 38504}]",7,"38311922","1515","51268815","Dec 22","Warner Bros.",2005,2005-12-22
"7175","thepianist","423","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",2002-09-24,120072577,"35000000",150,"14.811594","[{'name': 'Bac Films', 'id': 208}, {'name': 'Canal+Polska', 'id': 250}, {'name': 'Heritage Films', 'id': 260}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Agencja Produkcji Filmowej', 'id': 266}, {'name': 'Beverly Detroit', 'id': 267}, {'name': 'FilmFernsehFonds Bayern', 'id': 268}, {'name': 'Filmboard Berlin-Brandenburg (FBB)', 'id': 269}, {'name': 'Mainstream S.A.', 'id': 271}, {'name': 'R.P. Productions', 'id': 355}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Filmförderungsanstalt (FFA)', 'id': 4247}, {'name': 'Canal+', 'id': 5358}, {'name': 'Interscope Communications', 'id': 10201}, {'name': 'Telewizja Polska (TVP)', 'id': 19150}, {'name': 'Runteam', 'id': 31087}]",8.1,"78936","842","32572577","Dec 25","Focus Features",2002,2002-12-25
"7176","thepianist","423","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",2002-09-24,120072577,"35000000",150,"14.811594","[{'name': 'Bac Films', 'id': 208}, {'name': 'Canal+Polska', 'id': 250}, {'name': 'Heritage Films', 'id': 260}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Agencja Produkcji Filmowej', 'id': 266}, {'name': 'Beverly Detroit', 'id': 267}, {'name': 'FilmFernsehFonds Bayern', 'id': 268}, {'name': 'Filmboard Berlin-Brandenburg (FBB)', 'id': 269}, {'name': 'Mainstream S.A.', 'id': 271}, {'name': 'R.P. Productions', 'id': 355}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Filmförderungsanstalt (FFA)', 'id': 4247}, {'name': 'Canal+', 'id': 5358}, {'name': 'Interscope Communications', 'id': 10201}, {'name': 'Telewizja Polska (TVP)', 'id': 19150}, {'name': 'Runteam', 'id': 31087}]",8.1,"32366947","842","32572577","Dec 25","Focus Features",2003,2003-12-25
"7177","thepianoplayer","4968","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2003-07-22,0,"0",91,"1.260539","[]",3.6,"348937","16","585604","Jun 20","Menemsha Films",2003,2003-06-20
"7178","thepianoplayer","4968","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2003-07-22,0,"0",91,"1.260539","[]",3.6,"236667","16","585604","Jun 20","Menemsha Films",2004,2004-06-20
"7179","thepianotunerofearthquakes","44502","[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2005-09-09,27953,"0",99,"2.933613","[{'name': 'Koninck Studios', 'id': 3541}, {'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'ARTE', 'id': 5766}, {'name': 'Lumen Films', 'id': 6216}, {'name': 'Arte France Cinéma', 'id': 6916}, {'name': 'Mediopolis Film- und Fernsehproduktion', 'id': 23617}]",6.1,"15492","3","29121","Nov 17","Zeitgeist Films",2006,2006-11-17
"7180","thepianotunerofearthquakes","44502","[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2005-09-09,27953,"0",99,"2.933613","[{'name': 'Koninck Studios', 'id': 3541}, {'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'ARTE', 'id': 5766}, {'name': 'Lumen Films', 'id': 6216}, {'name': 'Arte France Cinéma', 'id': 6916}, {'name': 'Mediopolis Film- und Fernsehproduktion', 'id': 23617}]",6.1,"13623","3","29121","Nov 17","Zeitgeist Films",2007,2007-11-17
"7181","thepinkpanther","12096","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10751, 'name': 'Family'}]",2006-01-18,0,"0",93,"10.520501","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'International Production Company', 'id': 1507}, {'name': 'The Montecito Picture Company', 'id': 2364}, {'name': 'Robert Simonds Productions', 'id': 3929}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",5.6,"82226474","3477","82226474","Feb 10","Sony Pictures Releasing",2006,2006-02-10
"7182","thepinkpanther2","15159","[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",2009-02-06,75871032,"0",92,"18.54675","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Robert Simonds Productions', 'id': 3929}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",5.4,"35922978","3245","35922978","Feb 6","Sony Pictures Releasing",2009,2009-02-06
"7183","thepit","186121","[{'id': 99, 'name': 'Documentary'}]",2009-10-22,0,"0",64,"0.021738","[]",0,"560","2","560","Sep 30","Kino Lorber",2016,2016-09-30
"7184","theplacebeyondthepines","97367","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",2013-03-20,35485608,"15000000",140,"7.492658","[{'name': 'Sidney Kimmel Entertainment', 'id': 737}, {'name': 'Electric City Entertainment', 'id': 8600}, {'name': 'Verisimilitude', 'id': 22632}]",6.8,"21403519","1584","21403519","Mar 29","Focus Features",2013,2013-03-29
"7185","theplayroom","161303","[]",2013-02-06,0,"0",83,"1.081515","[]",6,"5964","12","5964","Apr 5","Freestyle Releasing",2013,2013-04-05
"7186","thepleasureofbeingrobbed","42585","[{'id': 18, 'name': 'Drama'}]",2008-10-03,0,"500000",71,"0.545336","[{'name': 'Red Bucket Films', 'id': 44643}]",6.3,"10687","7","10687","Oct 3","IFC Films",2008,2008-10-03
"7187","thepledge","5955","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2001-01-09,29400000,"35000000",123,"12.806634","[{'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Franchise Pictures', 'id': 1403}, {'name': 'Morgan Creek Productions', 'id': 10210}, {'name': 'Clyde Is Hungry Films', 'id': 12263}, {'name': 'Pledge Productions', 'id': 12264}]",6.6,"19733089","1410","19733089","Jan 19","Warner Bros.",2001,2001-01-19
"7188","thepolarexpress","5255","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",2004-11-10,305875730,"165000000",100,"14.27536","[{'name': 'Golden Mean', 'id': 1867}, {'name': 'Playtone', 'id': 4171}, {'name': 'ImageMovers', 'id': 11395}]",6.4,"151621905","3650","162775358","Nov 10","Warner Bros.",2004,2004-11-10
"7189","thepolarexpress","5255","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",2004-11-10,305875730,"165000000",100,"14.27536","[{'name': 'Golden Mean', 'id': 1867}, {'name': 'Playtone', 'id': 4171}, {'name': 'ImageMovers', 'id': 11395}]",6.4,"11153453","3650","162775358","Nov 10","Warner Bros.",2005,2005-11-10
"7190","thepool","39816","[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",2008-09-03,0,"0",98,"0.196489","[]",7.3,"95102","8","95102","Sep 3","Vitagraph Films",2008,2008-09-03
"7191","thepoolboys","31880","[{'id': 35, 'name': 'Comedy'}]",2011-09-30,0,"0",84,"9.837218","[{'name': 'A-Mark Entertainment', 'id': 2248}, {'name': 'Zide-Perry Productions', 'id': 3169}, {'name': 'FlipZide Pictures', 'id': 3478}, {'name': 'Project 8 Films', 'id': 18665}, {'name': 'Parallel Media', 'id': 18667}, {'name': 'Voodoo Production Services', 'id': 18668}]",5,"2269","101","2269","Sep 30","Cinedigm Entertainment Group",2011,2011-09-30
"7192","thepossession","77883","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2012-08-30,85446075,"14000000",92,"7.286477","[{'name': 'Ghost House Pictures', 'id': 768}, {'name': 'North Box Productions', 'id': 22637}]",5.8,"49130154","2860","49130154","Aug 31","Lionsgate",2012,2012-08-31
"7193","thepoweroffew","161321","[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",2013-02-15,0,"0",96,"3.278622","[{'name': 'Steelyard Pictures', 'id': 42466}, {'name': 'iQ Films', 'id': 42467}]",5,"25000","5","25000","Feb 15","Steelyard Pictures",2013,2013-02-15
"7194","thepowerpuffgirlsmovie","59387","[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}]",2002-07-03,11411644,"10000000",77,"5.024459","[{'name': 'Warner Bros. Pictures', 'id': 174}, {'name': 'Warner Bros. Animation', 'id': 2785}, {'name': 'Cartoon Network Studios', 'id': 7899}]",5.6,"11412414","2340","11412414","Jul 3","Warner Bros.",2002,2002-07-03
"7195","thepreppieconnection","362478","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",2016-03-18,0,"0",110,"3.041072","[{'name': 'Coalitions Films', 'id': 64784}]",7.1,"7138","2","11558","Mar 18","IFC Films",2016,2016-03-18
"7196","thepresident","289174","[{'id': 18, 'name': 'Drama'}]",2014-08-30,0,"0",115,"0.334111","[{'name': 'Film and Music Entertainment (F&ME)', 'id': 21446}, {'name': 'Creativity Capital', 'id': 31787}, {'name': '20 Steps Productions', 'id': 93093}, {'name': 'Brummer & Herzog Filmproduktion', 'id': 93094}]",6.4,"7578","1","7578","Jun 3","Corinth Films",2016,2016-06-03
"7197","theprestige","1124","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2006-10-19,109676311,"40000000",130,"16.94556","[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Syncopy', 'id': 9996}]",8,"634737","2305","53089891","Oct 20","Walt Disney Studios Motion Pictures",2007,2007-10-20
"7198","theprestige","1124","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2006-10-19,109676311,"40000000",130,"16.94556","[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Syncopy', 'id': 9996}]",8,"52455154","2305","53089891","Oct 20","Walt Disney Studios Motion Pictures",2006,2006-10-20
"7199","theprettyone","174337","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2014-02-07,13769,"0",90,"9.197511","[{'name': 'Schorr Pictures', 'id': 35873}, {'name': 'Provenance Pictures', 'id': 49964}, {'name': 'RCR Pictures', 'id': 49965}]",6.1,"13769","5","13769","Feb 7","Dada Films",2014,2014-02-07
"7200","theprincessandthefrog","10198","[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}]",2009-12-08,267045765,"105000000",97,"16.616517","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Animation Studios', 'id': 6125}]",6.7,"76035028","3475","104400899","Nov 25","Walt Disney Studios Motion Pictures",2009,2009-11-25
"7201","theprincessandthefrog","10198","[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}]",2009-12-08,267045765,"105000000",97,"16.616517","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Animation Studios', 'id': 6125}]",6.7,"28365871","3475","104400899","Nov 25","Walt Disney Studios Motion Pictures",2010,2010-11-25
"7202","theprincessdiaries","9880","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",2001-08-03,165335153,"37000000",115,"7.387171","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'BrownHouse Productions', 'id': 26423}, {'name': 'Bottom of the Ninth Productions', 'id': 65559}]",6.5,"84032","2749","108248956","Aug 3","Walt Disney Studios Motion Pictures",2002,2002-08-03
"7203","theprincessdiaries","9880","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",2001-08-03,165335153,"37000000",115,"7.387171","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'BrownHouse Productions', 'id': 26423}, {'name': 'Bottom of the Ninth Productions', 'id': 65559}]",6.5,"108164921","2749","108248956","Aug 3","Walt Disney Studios Motion Pictures",2001,2001-08-03
"7204","theprincessdiaries2:royalengagement","11130","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",2004-08-06,95149435,"40000000",113,"8.248895","[{'name': 'Walt Disney Pictures', 'id': 2}]",6,"95170481","3490","95170481","Aug 11","Walt Disney Studios Motion Pictures",2004,2004-08-11
"7205","theprivatelivesofpippalee","4475","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2009-07-07,0,"0",98,"3.574829","[{'name': 'Elevation Filmworks', 'id': 1840}, {'name': 'Grand Army Entertainment', 'id': 1843}]",6,"82568","26","337356","Nov 27","Screen Media Films",2010,2010-11-27
"7206","theprivatelivesofpippalee","4475","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2009-07-07,0,"0",98,"3.574829","[{'name': 'Elevation Filmworks', 'id': 1840}, {'name': 'Grand Army Entertainment', 'id': 1843}]",6,"254788","26","337356","Nov 27","Screen Media Films",2009,2009-11-27
"7207","theprizewinnerofdefiance,ohio","27176","[{'id': 18, 'name': 'Drama'}]",2005-09-28,0,"0",99,"2.270224","[]",5.8,"627844","41","627844","Sep 30","DreamWorks Distribution",2005,2005-09-30
"7208","theproducers","9899","[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",2005-12-25,38058335,"45000000",134,"5.037224","[{'name': 'Sony Pictures', 'id': 34}, {'name': 'Gaumont Columbia Tristar Films', 'id': 145}]",6.1,"110028","3","111866","Jun 7","Rialto Pictures",2002,2002-06-07
"7209","theproducers","9899","[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",2005-12-25,38058335,"45000000",134,"5.037224","[{'name': 'Sony Pictures', 'id': 34}, {'name': 'Gaumont Columbia Tristar Films', 'id': 145}]",6.1,"10134990","978","19398532","Dec 16","Universal Pictures",2006,2006-12-16
"7210","theproducers","9899","[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",2005-12-25,38058335,"45000000",134,"5.037224","[{'name': 'Sony Pictures', 'id': 34}, {'name': 'Gaumont Columbia Tristar Films', 'id': 145}]",6.1,"9263542","978","19398532","Dec 16","Universal Pictures",2005,2005-12-16
"7211","theproducers","9899","[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",2005-12-25,38058335,"45000000",134,"5.037224","[{'name': 'Sony Pictures', 'id': 34}, {'name': 'Gaumont Columbia Tristar Films', 'id': 145}]",6.1,"1832","3","111866","Jun 7","Rialto Pictures",2003,2003-06-07
"7212","theprogram","271736","[{'id': 18, 'name': 'Drama'}]",2015-09-16,3286448,"0",103,"5.607543","[{'name': 'StudioCanal', 'id': 694}, {'name': 'Working Title Films', 'id': 10163}]",6.1,"13074","18","13074","Mar 18","Entertainment One",2016,2016-03-18
"7213","thepromise","354859","[{'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2017-04-21,0,"0",130,"9.555114","[{'name': 'Babieka', 'id': 20656}, {'name': 'Wonderful Films', 'id': 61018}, {'name': 'Survivor Pictures', 'id': 61019}]",7.3,"669625","213","669625","May 5","Warner Independent Pictures (WIP)",2006,2006-05-05
"7214","thepromise","354859","[{'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2017-04-21,0,"0",130,"9.555114","[{'name': 'Babieka', 'id': 20656}, {'name': 'Wonderful Films', 'id': 61018}, {'name': 'Survivor Pictures', 'id': 61019}]",7.3,"8224288","2251","8224288","Apr 21","Open Road Films (II)",2017,2017-04-21
"7215","thepromotion","13172","[{'id': 35, 'name': 'Comedy'}]",2008-06-06,0,"0",86,"5.916489","[{'name': 'Dimension Films', 'id': 7405}]",5.4,"408709","81","408709","Jun 6","Third Rail Releasing",2008,2008-06-06
"7216","theprophet","283161","[{'id': 16, 'name': 'Animation'}]",2014-09-06,0,"0",85,"3.996894","[{'name': 'Ventanarosa Productions', 'id': 689}, {'name': 'Participant Media', 'id': 6735}, {'name': 'Doha Film Institute', 'id': 8152}, {'name': 'Code Red', 'id': 60711}, {'name': 'Bardel Entertainment Inc.', 'id': 73757}, {'name': 'Prophet Screen Partners', 'id': 77961}, {'name': 'MyGroup Lebanon', 'id': 77962}, {'name': 'FFA Private Bank', 'id': 77963}, {'name': 'Creative Projects Group', 'id': 77964}, {'name': 'Gibran National Committee', 'id': 77965}, {'name': 'Hanson', 'id': 77966}]",7.2,"355343","37","355343","Aug 7","GKIDS",2015,2015-08-07
"7217","theproposal","18240","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2009-06-01,317375031,"40000000",108,"8.058337","[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Mandeville Films', 'id': 10227}, {'name': 'Kurtzman/Orci', 'id': 12536}]",6.7,"163958031","3158","163958031","Jun 19","Walt Disney Studios Motion Pictures",2009,2009-06-19
"7218","theproposition","16608","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]",2005-10-06,5048693,"2000000",104,"9.387212","[{'name': 'Autonomous', 'id': 2326}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Surefire Film Productions', 'id': 3205}, {'name': 'Pictures in Paradise', 'id': 3207}, {'name': 'Pacific Film and Television Commission', 'id': 4024}, {'name': 'Film Consortium', 'id': 20455}, {'name': 'National Lottery through UK Film Council', 'id': 20456}]",7.1,"1903434","200","1903434","May 5","First Look International",2006,2006-05-05
"7219","thepruitt-igoemyth","84407","[{'id': 99, 'name': 'Documentary'}]",2012-01-20,0,"0",79,"1.371394","[]",6.9,"44883","6","44883","Jan 20","First Run",2012,2012-01-20
"7220","thepuffychair","24055","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2005-01-17,0,"0",85,"0.709745","[]",6.2,"194523","7","194523","Jun 2","IDP Distribution",2006,2006-06-02
"7221","thepunisher","7220","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2004-04-15,54700105,"33000000",124,"18.250919","[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'VIP 3 Medienfonds', 'id': 827}, {'name': 'Valhalla Motion Pictures', 'id': 11533}, {'name': 'Marvel Enterprises', 'id': 19551}, {'name': 'VIP 2 Medienfonds', 'id': 36326}]",6.1,"33812504","2649","33810189","Apr 16","Lionsgate",2004,2004-04-16
"7222","thepunksinger","178290","[{'id': 99, 'name': 'Documentary'}]",2013-11-29,0,"0",80,"2.650803","[]",7.2,"109402","24","122742","Nov 29","IFC Films",2013,2013-11-29
"7223","thepunksinger","178290","[{'id': 99, 'name': 'Documentary'}]",2013-11-29,0,"0",80,"2.650803","[]",7.2,"13338","24","122742","Nov 29","IFC Films",2014,2014-11-29
