"","id","original_title","genres","release_date","Year","Month","Date","revenue","budget","runtime","drama","thriller","nonfiction","action","amusement","cleaned title"
"44863","296834","an alternative reality the football manager documentary","[{'id': 99, 'name': 'Documentary'}]",2014-10-07,"2014","10","07",0,"0",72,0,0,1,0,0,"analternativerealitythefootballmanagerdocumentary"
"44864","17630","vilaine","[{'id': 35, 'name': 'Comedy'}]",2008-11-12,"2008","11","12",0,"0",93,0,0,0,0,1,"vilaine"
"44865","455968","becoming cary grant","[{'id': 99, 'name': 'Documentary'}]",2016-12-20,"2016","12","20",0,"0",85,0,0,1,0,0,"becomingcarygrant"
"44866","87952","yeast","[]",2008-03-01,"2008","03","01",0,"0",78,0,0,0,0,0,"yeast"
"44867","224204","lad a yorkshire story","[]",2013-04-25,"2013","04","25",0,"0",96,0,0,0,0,0,"ladayorkshirestory"
"44868","413785","george best all by himself","[{'id': 99, 'name': 'Documentary'}]",2016-10-14,"2016","10","14",0,"0",90,0,0,1,0,0,"georgebestallbyhimself"
"44869","399790","churchill","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",2017-05-25,"2017","05","25",0,"10000000",110,1,1,1,1,0,"churchill"
"44870","410118","cave","[{'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",2016-09-02,"2016","09","02",0,"0",85,0,1,0,1,1,"cave"
"44872","91902","ecstasy","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",2011-09-10,"2011","09","10",0,"0",99,1,0,0,0,1,"ecstasy"
"44873","332788","kocan kadar konuÂˇ","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2015-03-20,"2015","03","20",0,"0",108,1,0,0,0,1,"kocankadarkonuÂˇ"
"44874","432607","dina","[{'id': 99, 'name': 'Documentary'}]",2017-10-20,"2017","10","20",0,"0",101,0,0,1,0,0,"dina"
"44875","441881","tubelight","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",2017-06-23,"2017","06","23",0,"0",136,1,0,1,1,0,"tubelight"
"44876","448847","the hatton garden job","[{'id': 80, 'name': 'Crime'}]",2017-04-14,"2017","04","14",0,"0",0,1,0,0,0,0,"thehattongardenjob"
"44877","441728","hampstead","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2017-06-23,"2017","06","23",0,"0",102,1,0,0,0,1,"hampstead"
"44878","430058","votez bougon","[{'id': 35, 'name': 'Comedy'}]",2016-12-16,"2016","12","16",0,"0",NA,0,0,0,0,1,"votezbougon"
"44879","143876","ûÒá  Òú ÒÄÒÉÒÅÒÅ     ÒÇ  ÒÇ  ","[{'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",2008-11-20,"2008","11","20",0,"0",100,1,1,0,0,1,"ûÒáÒúÒÄÒÉÒÅÒÅÒÇÒÇ"
"44881","296855","the thing on the doorstep","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",2014-01-01,"2014","01","01",0,"0",89,1,1,0,0,0,"thethingonthedoorstep"
"44882","347855","curtain","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",2015-11-19,"2015","11","19",0,"0",74,1,1,0,0,1,"curtain"
"44883","416691","1 night","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2017-02-10,"2017","02","10",0,"0",76,1,0,0,0,0,"1night"
"44884","460822","oh hello on broadway","[{'id': 35, 'name': 'Comedy'}]",2017-06-13,"2017","06","13",0,"0",102,0,0,0,0,1,"ohhelloonbroadway"
"44885","457470","site unseen an emma fielding mystery","[{'id': 9648, 'name': 'Mystery'}]",2017-06-04,"2017","06","04",0,"0",90,1,1,0,0,0,"siteunseenanemmafieldingmystery"
"44886","36464","the gathering storm","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2002-04-22,"2002","04","22",0,"0",94,1,0,1,0,0,"thegatheringstorm"
"44887","54309","notte prima degli esami oggi","[]",2007-02-14,"2007","02","14",0,"0",0,0,0,0,0,0,"notteprimadegliesamioggi"
"44889","408024","moka","[{'id': 18, 'name': 'Drama'}]",2016-08-17,"2016","08","17",126463,"0",89,1,0,0,0,0,"moka"
"44890","381507","home","[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",2016-03-01,"2016","03","01",0,"0",87,1,1,0,0,1,"home"
"44891","421928","Îˇ ÌÇ ","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",2016-10-13,"2016","10","13",0,"0",112,0,0,0,1,1,"ÎˇÌÇ"
"44892","326446","savageland","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",2017-02-24,"2017","02","24",0,"0",80,1,1,0,0,0,"savageland"
"44893","453354","ava","[{'id': 18, 'name': 'Drama'}]",2017-06-21,"2017","06","21",0,"0",105,1,0,0,0,0,"ava"
"44894","32534","i am so proud of you","[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",2008-01-01,"2008","01","01",0,"0",22,0,1,0,1,1,"iamsoproudofyou"
"44895","18040","night skies","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2007-01-23,"2007","01","23",0,"0",90,1,1,0,0,1,"nightskies"
"44897","412105","you get me","[{'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2017-06-19,"2017","06","19",0,"0",89,1,1,0,0,0,"yougetme"
"44898","430598","grey lady","[{'id': 53, 'name': 'Thriller'}]",2017-04-28,"2017","04","28",0,"0",107,0,1,0,0,0,"greylady"
"44899","27018","australian rules","[{'id': 18, 'name': 'Drama'}]",2002-03-05,"2002","03","05",0,"0",95,1,0,0,0,0,"australianrules"
"44900","61008","you and your stupid mate","[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",2005-05-24,"2005","05","24",0,"0",81,0,0,0,0,1,"youandyourstupidmate"
"44901","424643","bad ben","[{'id': 27, 'name': 'Horror'}]",2016-10-05,"2016","10","05",0,"300",86,0,1,0,0,0,"badben"
"44902","255391","„Éö„Ç „É „Ç „Å Ê ç„Å ‰ ö„ÅÑ„Å Ë ú„Åè","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2013-11-16,"2013","11","16",0,"0",113,1,0,0,0,1,"„Éö„Ç„É„Ç„ÅÊç„Å‰ö„ÅÑ„ÅËú„Åè"
"44904","446345","la r„ volution n est pas un d„ ner de gala","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2015-12-01,"2015","12","01",0,"0",27,1,0,0,0,1,"lar„volutionnestpasund„nerdegala"
"44905","429200","good time","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2017-08-11,"2017","08","11",10893246,"0",99,1,1,0,0,0,"goodtime"
"44907","384669","spicebush","[]",2005-01-01,"2005","01","01",0,"0",68,0,0,0,0,0,"spicebush"
"44908","412758","eat local","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",2017-04-06,"2017","04","06",0,"2073816",93,0,1,0,1,1,"eatlocal"
"44909","331110","sicarivs la noche y el silencio","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2015-05-15,"2015","05","15",0,"0",97,1,1,0,0,0,"sicarivslanocheyelsilencio"
"44910","436882","tuintje in mijn hart","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2017-03-02,"2017","03","02",0,"0",0,1,0,0,0,0,"tuintjeinmijnhart"
"44912","445840","selfie","[{'id': 35, 'name': 'Comedy'}]",2017-06-23,"2017","06","23",0,"0",NA,0,0,0,0,1,"selfie"
"44916","2286","kruistocht in spijkerbroek","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 36, 'name': 'History'}]",2006-11-15,"2006","11","15",0,"0",125,0,0,1,1,1,"kruistochtinspijkerbroek"
"44917","438081","‰ òÈ ûÁ† Ê ","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2017-01-28,"2017","01","28",0,"0",102,1,0,0,0,1,"‰òÈûÁ†Ê"
"44918","449742","‡ ï‡ ‡ ‡ ç","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2017-03-31,"2017","03","31",0,"0",160,1,1,0,0,0,"‡ï‡‡‡ç"
"44920","427673","sadie s last days on earth","[{'id': 35, 'name': 'Comedy'}]",2016-12-09,"2016","12","09",0,"0",90,0,0,0,0,1,"sadieslastdaysonearth"
"44921","149723","ÊâãÁ ô","[{'id': 18, 'name': 'Drama'}]",2006-11-03,"2006","11","03",0,"0",121,1,0,0,0,0,"ÊâãÁô"
"44922","453008","hell on earth the fall of syria and the rise of isis","[{'id': 99, 'name': 'Documentary'}]",2017-06-11,"2017","06","11",0,"0",99,0,0,1,0,0,"hellonearththefallofsyriaandtheriseofisis"
"44923","345489","meet me in venice","[{'id': 18, 'name': 'Drama'}]",2015-07-02,"2015","07","02",0,"0",90,1,0,0,0,0,"meetmeinvenice"
"44926","345914","the house","[{'id': 35, 'name': 'Comedy'}]",2017-06-29,"2017","06","29",0,"40000000",88,0,0,0,0,1,"thehouse"
"44928","449758","five came back","[{'id': 10752, 'name': 'War'}, {'id': 99, 'name': 'Documentary'}]",2017-03-31,"2017","03","31",0,"0",195,0,0,1,1,0,"fivecameback"
"44929","440143","the babymoon","[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2017-02-14,"2017","02","14",0,"0",99,1,0,0,1,1,"thebabymoon"
"44930","433054","legion of brothers","[{'id': 99, 'name': 'Documentary'}]",2017-01-21,"2017","01","21",0,"0",79,0,0,1,0,0,"legionofbrothers"
"44931","381519","Êî Ê Ê ˇÂãïÈööÔ Ô Ô Ô Ô pyrophoric cult","[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",2015-08-26,"2015","08","26",0,"0",46,0,0,0,1,1,"ÊîÊÊˇÂãïÈööÔÔÔÔÔpyrophoriccult"
"44932","438634","estiu 1993","[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",2017-06-30,"2017","06","30",0,"0",96,1,0,0,0,1,"estiu1993"
"44933","50387","grimm","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",2003-01-01,"2003","01","01",0,"0",103,1,0,0,1,1,"grimm"
"44937","436352","r„ ckkehr nach montauk","[{'id': 18, 'name': 'Drama'}]",2017-05-11,"2017","05","11",0,"0",106,1,0,0,0,0,"r„ckkehrnachmontauk"
"44938","157414","up there","[]",2012-11-16,"2012","11","16",0,"0",80,0,0,0,0,0,"upthere"
"44940","459928","12 feet deep","[{'id': 53, 'name': 'Thriller'}]",2016-01-01,"2016","01","01",0,"0",85,0,1,0,0,0,"12feetdeep"
"44941","258514","van gogh painted with words","[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",2010-04-05,"2010","04","05",0,"0",80,1,0,1,0,0,"vangoghpaintedwithwords"
"44942","382455","m„ e s„ h„ uma","[{'id': 18, 'name': 'Drama'}]",2016-07-20,"2016","07","20",0,"0",82,1,0,0,0,0,"m„es„h„uma"
"44947","70207","the crooked e the unshredded truth about enron","[{'id': 18, 'name': 'Drama'}]",2003-01-05,"2003","01","05",0,"0",100,1,0,0,0,0,"thecrookedetheunshreddedtruthaboutenron"
"44948","29458","i cento passi","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2000-08-31,"2000","08","31",1805884,"0",114,1,0,0,0,0,"icentopassi"
"44949","160788","die farbe des ozeans","[{'id': 18, 'name': 'Drama'}]",2012-03-22,"2012","03","22",0,"0",95,1,0,0,0,0,"diefarbedesozeans"
"44952","38397","la leggenda di al john e jack","[{'id': 35, 'name': 'Comedy'}]",2002-01-01,"2002","01","01",0,"0",105,0,0,0,0,1,"laleggendadialjohnejack"
"44954","373546","chuck","[{'id': 18, 'name': 'Drama'}]",2017-05-05,"2017","05","05",0,"0",101,1,0,0,0,0,"chuck"
"44955","381019","accidental courtesy daryl davis race america","[{'id': 99, 'name': 'Documentary'}]",2016-03-13,"2016","03","13",0,"0",95,0,0,1,0,0,"accidentalcourtesydaryldavisraceamerica"
"44957","269795","2 22","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2017-06-29,"2017","06","29",422,"0",99,1,1,0,0,0,"222"
"44961","398924","un sac de billes","[{'id': 18, 'name': 'Drama'}]",2017-01-18,"2017","01","18",0,"0",110,1,0,0,0,0,"unsacdebilles"
"44962","175910","7 days in september","[]",2002-09-06,"2002","09","06",0,"0",94,0,0,0,0,0,"7daysinseptember"
"44963","32228","5ive days to midnight","[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",2004-01-01,"2004","01","01",0,"0",210,1,1,0,1,1,"5ivedaystomidnight"
"44964","436450","addicted to porn chasing the cardboard butterfly","[{'id': 99, 'name': 'Documentary'}]",2017-02-03,"2017","02","03",0,"0",0,0,0,1,0,0,"addictedtopornchasingthecardboardbutterfly"
"44967","394260","fai bei sogni","[{'id': 18, 'name': 'Drama'}]",2016-11-10,"2016","11","10",0,"0",131,1,0,0,0,0,"faibeisogni"
"44968","352494","ripped","[{'id': 35, 'name': 'Comedy'}]",2017-06-23,"2017","06","23",0,"0",97,0,0,0,0,1,"ripped"
"44970","463800","firebase","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10752, 'name': 'War'}]",2017-06-28,"2017","06","28",0,"0",27,0,0,1,1,1,"firebase"
"44971","26147","fc venus","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2005-12-30,"2005","12","30",2411594,"2196531",107,1,0,0,0,1,"fcvenus"
"44972","363960","puolin ja toisin","[{'id': 35, 'name': 'Comedy'}]",2013-11-17,"2013","11","17",0,"0",85,0,0,0,0,1,"puolinjatoisin"
"44973","273059","starving in suburbia","[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",2014-04-26,"2014","04","26",0,"0",84,1,0,0,0,0,"starvinginsuburbia"
"44974","46661","warm springs","[{'id': 18, 'name': 'Drama'}]",2005-04-30,"2005","04","30",0,"0",121,1,0,0,0,0,"warmsprings"
"44975","307930","the paedophile hunter","[{'id': 99, 'name': 'Documentary'}]",2014-10-01,"2014","10","01",0,"0",70,0,0,1,0,0,"thepaedophilehunter"
"44976","462026","edith walks","[{'id': 99, 'name': 'Documentary'}]",2017-06-23,"2017","06","23",0,"0",60,0,0,1,0,0,"edithwalks"
"44978","363925","opera„ „ es especiais","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2015-10-07,"2015","10","07",0,"6000000",99,0,1,0,1,0,"opera„„esespeciais"
"NA.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA
"44980","132320","el mural de siqueiros","[]",2011-08-19,"2011","08","19",0,"0",110,0,0,0,0,0,"elmuraldesiqueiros"
"44982","461088","˚ ˚ ˙ ˚ú˘Ñ˘à ¯ ˘Ñ¯ ¯ ˘Ñ˘à","[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2016-03-22,"2016","03","22",0,"0",89,1,0,0,0,1,"˚˚˙˚ú˘Ñ˘à¯˘Ñ¯¯˘Ñ˘à"
"44983","58462","loverboy","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2005-01-24,"2005","01","24",0,"0",84,1,0,0,0,0,"loverboy"
"44984","20502","yo puta","[{'id': 18, 'name': 'Drama'}]",2004-04-16,"2004","04","16",0,"0",87,1,0,0,0,0,"yoputa"
"44985","3178","beat","[{'id': 18, 'name': 'Drama'}]",2000-01-29,"2000","01","29",0,"0",93,1,0,0,0,0,"beat"
"44986","45877","nemesis game","[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2003-01-01,"2003","01","01",0,"0",92,1,1,0,0,0,"nemesisgame"
"44987","412204","marie curie","[{'id': 18, 'name': 'Drama'}]",2016-12-01,"2016","12","01",0,"0",95,1,0,0,0,0,"mariecurie"
"44988","59423","Î êÏïÑÌÜ ","[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",2005-01-27,"2005","01","27",0,"0",117,1,0,0,0,0,"ÎêÏïÑÌÜ"
"44990","51946","bittersweet","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2008-07-23,"2008","07","23",0,"50000",75,1,0,0,0,0,"bittersweet"
"44991","390526","between us","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2016-04-18,"2016","04","18",0,"0",93,1,0,0,0,1,"betweenus"
"44992","98870","think of me","[{'id': 18, 'name': 'Drama'}]",2011-10-15,"2011","10","15",0,"0",103,1,0,0,0,0,"thinkofme"
"44993","212747","all the wrong reasons","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2013-11-01,"2013","11","01",0,"1105736",114,1,0,0,0,1,"allthewrongreasons"
"44994","291375","sleeping with the fishes","[{'id': 35, 'name': 'Comedy'}]",2013-08-10,"2013","08","10",0,"0",95,0,0,0,0,1,"sleepingwiththefishes"
"44995","166624","treading water","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2013-09-13,"2013","09","13",0,"4700000",92,1,0,0,0,1,"treadingwater"
"44998","298695","act of god","[{'id': 53, 'name': 'Thriller'}]",2009-01-01,"2009","01","01",0,"0",68,0,1,0,0,0,"actofgod"
"44999","405576","losing it","[{'id': 18, 'name': 'Drama'}]",2006-09-13,"2006","09","13",0,"0",90,1,0,0,0,0,"losingit"
"45003","428501","city of ghosts","[{'id': 99, 'name': 'Documentary'}]",2017-07-14,"2017","07","14",0,"0",90,0,0,1,0,0,"cityofghosts"
"45004","432615","chasing coral","[{'id': 99, 'name': 'Documentary'}]",2017-03-16,"2017","03","16",0,"0",93,0,0,1,0,0,"chasingcoral"
"45005","433067","this is everything gigi gorgeous","[{'id': 99, 'name': 'Documentary'}]",2017-01-24,"2017","01","24",0,"0",91,0,0,1,0,0,"thisiseverythinggigigorgeous"
"45006","352387","fool s day","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2013-04-18,"2013","04","18",0,"0",19,1,0,0,0,1,"foolsday"
"45007","359749","78 52","[{'id': 99, 'name': 'Documentary'}]",2017-11-03,"2017","11","03",0,"0",91,0,0,1,0,0,"7852"
"45008","430834","water power a california heist","[{'id': 99, 'name': 'Documentary'}]",2017-01-23,"2017","01","23",0,"0",87,0,0,1,0,0,"waterpoweracaliforniaheist"
"45009","415086","what the health","[{'id': 99, 'name': 'Documentary'}]",2017-03-16,"2017","03","16",0,"273428",97,0,0,1,0,0,"whatthehealth"
"45010","433084","joshua teenager vs superpower","[{'id': 99, 'name': 'Documentary'}]",2017-01-20,"2017","01","20",0,"0",78,0,0,1,0,0,"joshuateenagervssuperpower"
"45011","422842","hailey dean mystery murder with love","[{'id': 10770, 'name': 'TV Movie'}, {'id': 9648, 'name': 'Mystery'}]",2016-10-23,"2016","10","23",0,"0",90,1,1,0,0,0,"haileydeanmysterymurderwithlove"
"45012","313943","revolt","[{'id': 878, 'name': 'Science Fiction'}]",2017-07-01,"2017","07","01",0,"0",87,0,0,0,0,1,"revolt"
"45013","455675","hickok","[{'id': 37, 'name': 'Western'}]",2017-07-07,"2017","07","07",0,"0",88,0,0,0,1,0,"hickok"
"45014","345916","do you take this man","[{'id': 18, 'name': 'Drama'}]",2017-07-07,"2017","07","07",0,"0",92,1,0,0,0,0,"doyoutakethisman"
"45015","353491","the dark tower","[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",2017-08-03,"2017","08","03",7.1e+07,"60000000",95,0,1,0,1,1,"thedarktower"
"45016","458335","soundtrack","[{'id': 18, 'name': 'Drama'}]",2017-07-06,"2017","07","06",0,"0",NA,1,0,0,0,0,"soundtrack"
"45017","369406","nowhere boys the book of shadows","[{'id': 878, 'name': 'Science Fiction'}]",2016-01-01,"2016","01","01",0,"0",80,0,0,0,0,1,"nowhereboysthebookofshadows"
"45018","444935","como una novia sin sexo","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2016-10-13,"2016","10","13",0,"400000",143,1,0,0,0,1,"comounanoviasinsexo"
"45019","290283","honeytrap","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",2015-05-08,"2015","05","08",0,"0",93,1,0,0,0,0,"honeytrap"
"45020","351192","en mai fais ce qu il te pla„ t","[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",2015-11-04,"2015","11","04",0,"0",114,1,0,1,1,0,"enmaifaiscequiltepla„t"
"45023","440266","˘Ö¯ ¯ ¯ ¯ ˚ú ˘Ü˚ú˘Ö¯ ˘à¯ ","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 36, 'name': 'History'}]",2017-02-07,"2017","02","07",0,"0",90,1,0,1,1,0,"˘Ö¯¯¯¯˚ú˘Ü˚ú˘Ö¯˘à¯"
"45027","433630","inconceivable","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2017-06-30,"2017","06","30",0,"0",105,1,1,0,0,0,"inconceivable"
"45028","51039","leijat helsingin yll„ ","[]",2001-09-07,"2001","09","07",0,"0",90,0,0,0,0,0,"leijathelsinginyll„"
"45030","417489","bon cop bad cop 2","[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",2017-05-12,"2017","05","12",0,"0",0,1,0,0,1,1,"boncopbadcop2"
"45032","460846","security","[{'id': 28, 'name': 'Action'}]",2017-03-04,"2017","03","04",0,"15000000",87,0,0,0,1,0,"security"
"45034","126314","final cut h„ lgyeim „ s uraim","[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2012-02-04,"2012","02","04",0,"0",84,1,0,1,0,0,"finalcuth„lgyeim„suraim"
"45035","18359","to kill a king","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",2003-01-01,"2003","01","01",0,"0",102,1,0,0,1,1,"tokillaking"
"45036","394185","chokeslam","[{'id': 35, 'name': 'Comedy'}]",2016-10-10,"2016","10","10",0,"0",0,0,0,0,0,1,"chokeslam"
"45037","404733","overdrive","[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",2017-06-29,"2017","06","29",0,"0",93,0,1,0,1,0,"overdrive"
"45038","77519","le libertin","[{'id': 36, 'name': 'History'}, {'id': 35, 'name': 'Comedy'}]",2000-03-15,"2000","03","15",0,"0",100,0,0,1,0,1,"lelibertin"
"45042","32593","snow white","[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10770, 'name': 'TV Movie'}]",2001-10-28,"2001","10","28",0,"0",93,0,0,0,1,1,"snowwhite"
"45044","348391","speech debate","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2017-04-07,"2017","04","07",0,"0",105,1,0,0,0,1,"speechdebate"
"45045","382751","junction 48","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",2016-02-13,"2016","02","13",0,"0",97,1,0,0,1,0,"junction48"
"45046","285755","forgiveness","[]",2006-08-08,"2006","08","08",0,"0",97,0,0,0,0,0,"forgiveness"
"45047","401132","independents day","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",2016-06-07,"2016","06","07",0,"500000",91,0,0,0,1,1,"independentsday"
"45048","405446","el auge del humano","[{'id': 18, 'name': 'Drama'}]",2016-08-19,"2016","08","19",0,"0",96,1,0,0,0,0,"elaugedelhumano"
"45049","458506","tour de pharmacy","[{'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]",2017-07-08,"2017","07","08",0,"0",41,0,0,0,0,1,"tourdepharmacy"
"45051","51871","rumba","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",2008-09-10,"2008","09","10",0,"0",77,1,0,0,0,1,"rumba"
"45052","65104","ˇÒã Òú","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",2005-06-17,"2005","06","17",0,"0",107,1,0,0,0,1,"ˇÒãÒú"
"45054","419786","doctor who time crash","[{'id': 878, 'name': 'Science Fiction'}]",2007-11-16,"2007","11","16",0,"0",8,0,0,0,0,1,"doctorwhotimecrash"
"45055","298207","der kleine nazi","[]",2010-11-18,"2010","11","18",0,"0",NA,0,0,0,0,0,"derkleinenazi"
"45056","429918","„Ç „Éê„Ç „Éê„É „Éï„Ç „Éˇ„É „É ","[]",2017-05-14,"2017","05","14",0,"0",117,0,0,0,0,0,"„Ç„Éê„Ç„Éê„É„Éï„Ç„Éˇ„É„É"
"45058","20110","ashes and snow","[{'id': 99, 'name': 'Documentary'}]",2005-03-05,"2005","03","05",0,"0",63,0,0,1,0,0,"ashesandsnow"
"45059","11193","true","[{'id': 18, 'name': 'Drama'}]",2004-02-06,"2004","02","06",0,"0",10,1,0,0,0,0,"true"
"45060","51962","min bedste fjende","[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",2010-06-03,"2010","06","03",0,"0",88,1,0,0,0,1,"minbedstefjende"
"45064","290217","ÂêúÊ úÁöÑÂ ","[{'id': 10749, 'name': 'Romance'}]",2014-04-25,"2014","04","25",7.6e+07,"0",0,1,0,0,0,0,"ÂêúÊúÁöÑÂ"
"45065","444902","dirty dancing","[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",2017-05-24,"2017","05","24",0,"0",130,1,0,1,0,0,"dirtydancing"
"45067","340856","seinfeld how it began","[{'id': 99, 'name': 'Documentary'}]",2004-11-23,"2004","11","23",0,"0",65,0,0,1,0,0,"seinfeldhowitbegan"
